(1, [], [None], [(35, 0)], [True], None, None, True)
256
-1
Index[#version],Entry
220,\x03\x00\x8a\x8a\x8a\x8a\x3f\x3f\x3f\x3f\x7a\x7a\x7a\x7a\x03\x1b\x15\x0a\x0a\x0a\x23\x02\x31\x10\x02\x12\x13\x12\x13\x00\x23\x10\x23\x10\x06
221#kabuto,\x02\x00\x1e\x1e\x1e\x1e\x5c\x5c\x5c\x5c\x00\x00\x00\x00\x14\x07\x08\x05\x05\x05\x11\x23\x23\x26\x02\x30\x30\x30\x20\x04\x00\x00\x00\x00\x00
221#kuwagata,\x02\x00\x1e\x1e\x1e\x1e\x5b\x5b\x5b\x5b\x00\x00\x00\x00\x14\x07\x08\x05\x05\x05\x11\x23\x23\x26\x02\x30\x30\x30\x20\x04\x00\x00\x00\x00\x00
222#kabuto,\x03\x00\x1e\x1e\x1e\x1e\x5c\x5c\x5c\x5c\x7a\x7a\x7a\x7a\x14\x07\x15\x0a\x0a\x0a\x11\x23\x23\x26\x02\x30\x30\x30\x20\x04\x23\x10\x23\x10\x06
222#kuwagata,\x03\x00\x1e\x1e\x1e\x1e\x5b\x5b\x5b\x5b\x7a\x7a\x7a\x7a\x14\x07\x15\x0a\x0a\x0a\x11\x23\x23\x26\x02\x30\x30\x30\x20\x04\x23\x10\x23\x10\x06
223,\x03\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x1e\x1e\x1e\x11\x23\x11\x15\x02\x23\x11\x11\x15\x02\x11\x11\x11\x15\x00
224,\x03\x01\x15\x15\x15\x15\x91\x91\x91\x91\x82\x82\x82\x82\x14\x06\x08\x19\x19\x19\x21\x03\x10\x23\x05\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
225,\x03\x01\x67\x67\x67\x67\x67\x67\x67\x67\x91\x91\x91\x91\x15\x15\x06\x3c\x32\x28\x48\x12\x31\x11\x03\x48\x32\x10\x00\x02\x23\x10\x23\x10\x06
226,\x03\x01\x28\x28\x28\x28\x28\x28\x28\x28\x28\x28\x28\x28\x17\x17\x17\x28\x28\x28\x12\x31\x23\x56\x00\x23\x12\x31\x56\x00\x31\x23\x12\x56\x00
227#kabuto,\x01\x01\x33\x33\x33\x33\x00\x00\x00\x00\x00\x00\x00\x00\x1a\x08\x08\x00\x00\x00\x23\x23\x21\x03\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
227#kuwagata,\x01\x01\x32\x32\x32\x32\x00\x00\x00\x00\x00\x00\x00\x00\x1a\x08\x08\x00\x00\x00\x11\x23\x23\x23\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
228,\x01\x01\x57\x57\x57\x57\x00\x00\x00\x00\x00\x00\x00\x00\x14\x08\x08\x28\x28\x28\x21\x03\x10\x23\x05\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
229,\x03\x01\x54\x54\x54\x54\x79\x79\x79\x79\x3c\x3c\x3c\x3c\x17\x16\x1a\x05\x05\x05\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x21\x03\x10\x20\x00
230,\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x32\x32\x32\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
231,\x02\x01\x3e\x3e\x3e\x3e\x42\x42\x42\x42\x00\x00\x00\x00\x07\x07\x08\x23\x23\x23\x23\x02\x30\x23\x00\x81\x10\x32\x71\x06\x00\x00\x00\x00\x00
232,\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
233,\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
234,\x03\x01\x58\x58\x58\x58\x3e\x3e\x3e\x3e\x58\x58\x58\x58\x06\x07\x06\x00\x00\x00\x23\x02\x30\x23\x06\x33\x23\x30\x32\x05\x23\x10\x23\x10\x06
235,\x03\x01\x3e\x3e\x3e\x3e\x3f\x3f\x3f\x3f\x3e\x3e\x3e\x3e\x07\x1b\x07\x05\x05\x05\x23\x02\x30\x23\x00\x12\x13\x12\x13\x00\x22\x32\x20\x23\x05
236,\x03\x01\x58\x58\x58\x58\x3e\x3e\x3e\x3e\x3f\x3f\x3f\x3f\x06\x07\x1b\x0a\x0a\x0a\x23\x02\x30\x23\x06\x33\x23\x30\x32\x05\x23\x23\x11\x11\x00
237,\x03\x01\x58\x58\x58\x58\x5b\x5b\x5b\x5b\x5c\x5c\x5c\x5c\x06\x15\x07\x0f\x0f\x0f\x23\x02\x30\x23\x06\x30\x30\x30\x20\x04\x10\x23\x02\x30\x00
238,\x03\x01\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x6e\x14\x14\x14\x05\x05\x05\x23\x02\x31\x10\x02\x13\x10\x33\x30\x00\x21\x03\x10\x20\x00
239,\x03\x01\x68\x68\x68\x68\x6f\x6f\x6f\x6f\x70\x70\x70\x70\x1c\x08\x16\x0a\x0a\x0a\x12\x31\x23\x01\x04\x10\x13\x01\x30\x06\x21\x03\x10\x20\x00
240,\x03\x01\x58\x58\x58\x58\x58\x58\x58\x58\x56\x56\x56\x56\x06\x06\x15\x0f\x0f\x0f\x23\x02\x30\x23\x06\x10\x13\x01\x30\x06\x11\x13\x33\x22\x03
241,\x03\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
242,\x03\x01\x1c\x1c\x1c\x1c\x3f\x3e\x3e\x3e\x58\x58\x58\x58\x07\x17\x06\x14\x14\x14\x48\x12\x13\x10\x02\x12\x13\x12\x13\x00\x23\x10\x23\x10\x06
243,\x03\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
244,\x03\x01\x67\x67\x67\x67\x91\x91\x91\x91\x82\x82\x82\x82\x15\x06\x08\x46\x23\x23\x23\x81\x02\x00\x03\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
245#kabuto,\x03\x01\x3b\x3b\x3b\x3b\x90\x90\x90\x90\x90\x90\x90\x90\x07\x1c\x1c\x0a\x1e\x1e\x21\x03\x10\x23\x05\x48\x13\x01\x35\x06\x23\x87\x23\x18\x03
245#kuwagata,\x03\x01\x3b\x3b\x3b\x3b\x8f\x8f\x8f\x8f\x8f\x8f\x8f\x8f\x07\x1c\x1c\x0a\x1e\x1e\x21\x03\x10\x23\x05\x48\x13\x01\x35\x06\x23\x87\x23\x18\x03
246,\x03\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
247,\x03\x01\x18\x18\x18\x18\x06\x06\x06\x06\x0f\x0f\x0f\x0f\x07\x1c\x08\x3c\x28\x28\x23\x23\x23\x23\x00\x10\x13\x01\x30\x06\x23\x10\x23\x10\x06
248,\x03\x01\x18\x18\x18\x18\x47\x47\x47\x47\x28\x28\x28\x28\x07\x1a\x17\x64\x3c\x32\x42\x63\x46\x47\x00\x81\x10\x32\x71\x06\x31\x23\x12\x56\x00
249,\x03\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x08\x08\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
250,\x03\x01\x36\x36\x36\x36\x0c\x0c\x0c\x0c\x53\x53\x53\x53\x16\x06\x15\x32\x32\x32\x23\x23\x01\x01\x04\x10\x13\x01\x30\x06\x23\x12\x31\x01\x06
251,\x03\x01\x67\x67\x67\x67\x91\x91\x91\x91\x82\x82\x82\x82\x15\x06\x08\x3c\x28\x28\x38\x80\x20\x20\x03\x46\x66\x66\x66\x06\x11\x11\x11\x11\x06
252#kabuto,\x03\x01\x3b\x3b\x3b\x3b\x90\x90\x90\x90\x90\x90\x90\x90\x07\x1c\x1c\x14\x28\x28\x11\x11\x11\x11\x05\x48\x13\x01\x35\x06\x23\x87\x23\x18\x03
252#kuwagata,\x03\x01\x3b\x3b\x3b\x3b\x8f\x8f\x8f\x8f\x8f\x8f\x8f\x8f\x07\x1c\x1c\x14\x28\x28\x11\x11\x11\x11\x05\x48\x13\x01\x35\x06\x23\x87\x23\x18\x03
253,\x03\x01\x64\x64\x64\x64\x48\x48\x48\x48\x4e\x4e\x4e\x4e\x1a\x07\x16\x32\x32\x32\x81\x10\x11\x05\x01\x83\x32\x33\x25\x01\x23\x11\x32\x85\x07
254#kabuto,\x03\x01\x4c\x4c\x4c\x4c\x0a\x0a\x0a\x0a\x93\x93\x93\x93\x19\x1b\x1c\x50\x50\x50\x48\x12\x30\x00\x02\x23\x82\x31\x07\x00\x23\x18\x23\x17\x00
254#kuwagata,\x03\x01\x40\x40\x40\x40\x0a\x0a\x0a\x0a\x93\x93\x93\x93\x18\x1b\x1c\x50\x50\x50\x48\x12\x30\x00\x02\x23\x82\x31\x07\x00\x23\x18\x23\x17\x00
255,\x03\x01\x96\x96\x96\x96\x0a\x0a\x0a\x0a\x93\x93\x93\x93\x1d\x1b\x1c\x50\x50\x50\x82\x32\x31\x17\x00\x23\x82\x31\x07\x00\x23\x18\x23\x17\x00
